name	article
Boosting	https://it.wikipedia.org/wiki/Boosting
Bootstrap (statistica)	https://it.wikipedia.org/wiki/Bootstrap_(statistica)
Bussola	https://it.wikipedia.org/wiki/Bussola
Caduta libera	https://it.wikipedia.org/wiki/Caduta_libera
Calcolo infinitesimale	https://it.wikipedia.org/wiki/Calcolo_infinitesimale
Campionamento casuale	https://it.wikipedia.org/wiki/Campionamento_casuale
Campionamento statistico	https://it.wikipedia.org/wiki/Campionamento_statistico
Campo (fisica)	https://it.wikipedia.org/wiki/Campo_(fisica)
Campo elettrico	https://it.wikipedia.org/wiki/Campo_elettrico
Campo gravitazionale	https://it.wikipedia.org/wiki/Campo_gravitazionale
Campo gravitazionale terrestre	https://it.wikipedia.org/wiki/Campo_gravitazionale_terrestre
Campo magnetico	https://it.wikipedia.org/wiki/Campo_magnetico
Campo vettoriale	https://it.wikipedia.org/wiki/Campo_vettoriale
Capacità elettrica	https://it.wikipedia.org/wiki/Capacit%C3%A0_elettrica
Carica elettrica	https://it.wikipedia.org/wiki/Carica_elettrica
Chilogrammo	https://it.wikipedia.org/wiki/Chilogrammo
Cilindro (geometria)	https://it.wikipedia.org/wiki/Cilindro_(geometria)
Circonferenza	https://it.wikipedia.org/wiki/Circonferenza
Circonferenza unitaria	https://it.wikipedia.org/wiki/Circonferenza_unitaria
Circuiti in serie e in parallelo	https://it.wikipedia.org/wiki/Circuiti_in_serie_e_in_parallelo
Classificazione statistica	https://it.wikipedia.org/wiki/Classificazione_statistica
Clustering	https://it.wikipedia.org/wiki/Clustering
Clustering gerarchico	https://it.wikipedia.org/wiki/Clustering_gerarchico
Coefficiente angolare	https://it.wikipedia.org/wiki/Coefficiente_angolare
Coefficiente binomiale	https://it.wikipedia.org/wiki/Coefficiente_binomiale
Collinearità	https://it.wikipedia.org/wiki/Collinearit%C3%A0
Colore	https://it.wikipedia.org/wiki/Colore
Commutatività	https://it.wikipedia.org/wiki/Commutativit%C3%A0
Complesso coniugato	https://it.wikipedia.org/wiki/Complesso_coniugato
Composizione di funzioni	https://it.wikipedia.org/wiki/Composizione_di_funzioni
Compressione (fisica)	https://it.wikipedia.org/wiki/Compressione_(fisica)
Condensatore (elettrotecnica)	https://it.wikipedia.org/wiki/Condensatore_(elettrotecnica)
Conduttore elettrico	https://it.wikipedia.org/wiki/Conduttore_elettrico
Congruenza (geometria)	https://it.wikipedia.org/wiki/Congruenza_(geometria)
Cono	https://it.wikipedia.org/wiki/Cono
Convalida incrociata	https://it.wikipedia.org/wiki/Convalida_incrociata
Corda (geometria)	https://it.wikipedia.org/wiki/Corda_(geometria)
Correlazione (statistica)	https://it.wikipedia.org/wiki/Correlazione_(statistica)
Corrente elettrica	https://it.wikipedia.org/wiki/Corrente_elettrica
Costante di gravitazione universale	https://it.wikipedia.org/wiki/Costante_di_gravitazione_universale
Coulomb	https://it.wikipedia.org/wiki/Coulomb
Crescita esponenziale	https://it.wikipedia.org/wiki/Crescita_esponenziale
Criterio di Cartesio	https://it.wikipedia.org/wiki/Criterio_di_Cartesio
Curva (matematica)	https://it.wikipedia.org/wiki/Curva_(matematica)
Curva piana	https://it.wikipedia.org/wiki/Curva_piana
Data mining	https://it.wikipedia.org/wiki/Data_mining
Dbscan	https://it.wikipedia.org/wiki/Dbscan
Decagono	https://it.wikipedia.org/wiki/Decagono
Decomposizione in fratti semplici	https://it.wikipedia.org/wiki/Decomposizione_in_fratti_semplici
Derivata	https://it.wikipedia.org/wiki/Derivata
Determinante (algebra)	https://it.wikipedia.org/wiki/Determinante_(algebra)
Diagonale	https://it.wikipedia.org/wiki/Diagonale
Diagonale principale	https://it.wikipedia.org/wiki/Diagonale_principale
Diagramma di corpo libero	https://it.wikipedia.org/wiki/Diagramma_di_corpo_libero
Diametro	https://it.wikipedia.org/wiki/Diametro
Differenza di potenziale elettrico	https://it.wikipedia.org/wiki/Differenza_di_potenziale_elettrico
Diffrazione	https://it.wikipedia.org/wiki/Diffrazione
Diffusione ottica	https://it.wikipedia.org/wiki/Diffusione_ottica
Dimostrazione matematica	https://it.wikipedia.org/wiki/Dimostrazione_matematica
Discesa del gradiente	https://it.wikipedia.org/wiki/Discesa_del_gradiente
Dispersione ottica	https://it.wikipedia.org/wiki/Dispersione_ottica
Distanza (matematica)	https://it.wikipedia.org/wiki/Distanza_(matematica)
Distanza di Minkowski	https://it.wikipedia.org/wiki/Distanza_di_Minkowski
Distributività	https://it.wikipedia.org/wiki/Distributivit%C3%A0
Distribuzione condizionata	https://it.wikipedia.org/wiki/Distribuzione_condizionata
Distribuzione congiunta	https://it.wikipedia.org/wiki/Distribuzione_congiunta
Distribuzione di probabilità a priori	https://it.wikipedia.org/wiki/Distribuzione_di_probabilit%C3%A0_a_priori
Disuguaglianza	https://it.wikipedia.org/wiki/Disuguaglianza
Disuguaglianza triangolare	https://it.wikipedia.org/wiki/Disuguaglianza_triangolare
Divisione (matematica)	https://it.wikipedia.org/wiki/Divisione_(matematica)
Divisione dei polinomi	https://it.wikipedia.org/wiki/Divisione_dei_polinomi
Divisione per zero	https://it.wikipedia.org/wiki/Divisione_per_zero
Dodecagono	https://it.wikipedia.org/wiki/Dodecagono
Dominio e codominio	https://it.wikipedia.org/wiki/Dominio_e_codominio
Durezza	https://it.wikipedia.org/wiki/Durezza
E (costante matematica)	https://it.wikipedia.org/wiki/E_(costante_matematica)
Eccentricità (matematica)	https://it.wikipedia.org/wiki/Eccentricit%C3%A0_(matematica)
Edge	https://it.wikipedia.org/wiki/Edge
Effetto Doppler	https://it.wikipedia.org/wiki/Effetto_Doppler
Effetto fotoelettrico	https://it.wikipedia.org/wiki/Effetto_fotoelettrico
Elaborazione dati	https://it.wikipedia.org/wiki/Elaborazione_dati
Elasticità	https://it.wikipedia.org/wiki/Elasticit%C3%A0
Elemento inverso	https://it.wikipedia.org/wiki/Elemento_inverso
Elettrone	https://it.wikipedia.org/wiki/Elettrone
Elettroscopio	https://it.wikipedia.org/wiki/Elettroscopio
Elettrostatica	https://it.wikipedia.org/wiki/Elettrostatica
Ellisse	https://it.wikipedia.org/wiki/Ellisse
Endecagono	https://it.wikipedia.org/wiki/Endecagono
Energia	https://it.wikipedia.org/wiki/Energia
Energia cinetica	https://it.wikipedia.org/wiki/Energia_cinetica
Energia meccanica	https://it.wikipedia.org/wiki/Energia_meccanica
Energia potenziale	https://it.wikipedia.org/wiki/Energia_potenziale
Energia potenziale elettrica	https://it.wikipedia.org/wiki/Energia_potenziale_elettrica
Ennagono	https://it.wikipedia.org/wiki/Ennagono
Equazione	https://it.wikipedia.org/wiki/Equazione
Equazione algebrica	https://it.wikipedia.org/wiki/Equazione_algebrica
Equazione del moto	https://it.wikipedia.org/wiki/Equazione_del_moto
Equazione di secondo grado	https://it.wikipedia.org/wiki/Equazione_di_secondo_grado
Equazione differenziale	https://it.wikipedia.org/wiki/Equazione_differenziale
Equazione lineare	https://it.wikipedia.org/wiki/Equazione_lineare
Equazione logistica	https://it.wikipedia.org/wiki/Equazione_logistica
Equazione parametrica	https://it.wikipedia.org/wiki/Equazione_parametrica
Esagono	https://it.wikipedia.org/wiki/Esagono
Espressione matematica	https://it.wikipedia.org/wiki/Espressione_matematica
Ettagono	https://it.wikipedia.org/wiki/Ettagono
F1 score	https://it.wikipedia.org/wiki/F1_score
Faccia (geometria)	https://it.wikipedia.org/wiki/Faccia_(geometria)
Fatica (scienza dei materiali)	https://it.wikipedia.org/wiki/Fatica_(scienza_dei_materiali)
Fattorizzazione	https://it.wikipedia.org/wiki/Fattorizzazione
Fisica	https://it.wikipedia.org/wiki/Fisica
Foresta casuale	https://it.wikipedia.org/wiki/Foresta_casuale
Formula	https://it.wikipedia.org/wiki/Formula
Forza	https://it.wikipedia.org/wiki/Forza
Forza di Coulomb	https://it.wikipedia.org/wiki/Forza_di_Coulomb
Forza elettromotrice	https://it.wikipedia.org/wiki/Forza_elettromotrice
Frattura (meccanica)	https://it.wikipedia.org/wiki/Frattura_(meccanica)
Frequenza	https://it.wikipedia.org/wiki/Frequenza
Funzione (matematica)	https://it.wikipedia.org/wiki/Funzione_(matematica)
Funzione continua	https://it.wikipedia.org/wiki/Funzione_continua
Funzione costante	https://it.wikipedia.org/wiki/Funzione_costante
Funzione cubica	https://it.wikipedia.org/wiki/Funzione_cubica
Funzione definita a tratti	https://it.wikipedia.org/wiki/Funzione_definita_a_tratti
Funzione di densità di probabilità	https://it.wikipedia.org/wiki/Funzione_di_densit%C3%A0_di_probabilit%C3%A0
Funzione di verosimiglianza	https://it.wikipedia.org/wiki/Funzione_di_verosimiglianza
Funzione iniettiva	https://it.wikipedia.org/wiki/Funzione_iniettiva
Funzione inversa	https://it.wikipedia.org/wiki/Funzione_inversa
Funzione monotona	https://it.wikipedia.org/wiki/Funzione_monotona
Funzione periodica	https://it.wikipedia.org/wiki/Funzione_periodica
Funzione quadratica	https://it.wikipedia.org/wiki/Funzione_quadratica
Funzione razionale	https://it.wikipedia.org/wiki/Funzione_razionale
Funzione trigonometrica	https://it.wikipedia.org/wiki/Funzione_trigonometrica
Funzione trigonometrica inversa	https://it.wikipedia.org/wiki/Funzione_trigonometrica_inversa
Funzioni pari e dispari	https://it.wikipedia.org/wiki/Funzioni_pari_e_dispari
Fuoco (geometria)	https://it.wikipedia.org/wiki/Fuoco_(geometria)
Geometria	https://it.wikipedia.org/wiki/Geometria
Geometria analitica	https://it.wikipedia.org/wiki/Geometria_analitica
Glossario della simbologia matematica	https://it.wikipedia.org/wiki/Glossario_della_simbologia_matematica
Grado d'arco	https://it.wikipedia.org/wiki/Grado_d%27arco
Grado di cristallinità	https://it.wikipedia.org/wiki/Grado_di_cristallinit%C3%A0
Grafico di una funzione	https://it.wikipedia.org/wiki/Grafico_di_una_funzione
Grandezza fisica	https://it.wikipedia.org/wiki/Grandezza_fisica
Hertz	https://it.wikipedia.org/wiki/Hertz
Identità (matematica)	https://it.wikipedia.org/wiki/Identit%C3%A0_(matematica)
Immagine (matematica)	https://it.wikipedia.org/wiki/Immagine_(matematica)
Indice di posizione	https://it.wikipedia.org/wiki/Indice_di_posizione
Indice di rifrazione	https://it.wikipedia.org/wiki/Indice_di_rifrazione
Infinito (matematica)	https://it.wikipedia.org/wiki/Infinito_(matematica)
Information retrieval	https://it.wikipedia.org/wiki/Information_retrieval
Ingrandimento	https://it.wikipedia.org/wiki/Ingrandimento
Insieme	https://it.wikipedia.org/wiki/Insieme
Insieme aperto	https://it.wikipedia.org/wiki/Insieme_aperto
Insieme chiuso	https://it.wikipedia.org/wiki/Insieme_chiuso
Insieme vuoto	https://it.wikipedia.org/wiki/Insieme_vuoto
Intensità acustica	https://it.wikipedia.org/wiki/Intensit%C3%A0_acustica
Interazione gravitazionale	https://it.wikipedia.org/wiki/Interazione_gravitazionale
Interferenza (fisica)	https://it.wikipedia.org/wiki/Interferenza_(fisica)
Intervallo (matematica)	https://it.wikipedia.org/wiki/Intervallo_(matematica)
Intervallo di confidenza	https://it.wikipedia.org/wiki/Intervallo_di_confidenza
Iperbole (geometria)	https://it.wikipedia.org/wiki/Iperbole_(geometria)
Iperpiano	https://it.wikipedia.org/wiki/Iperpiano
Ipotesi nulla	https://it.wikipedia.org/wiki/Ipotesi_nulla
Isolante elettrico	https://it.wikipedia.org/wiki/Isolante_elettrico
Isolatore	https://it.wikipedia.org/wiki/Isolatore
Istogramma	https://it.wikipedia.org/wiki/Istogramma
Joule	https://it.wikipedia.org/wiki/Joule
K-means	https://it.wikipedia.org/wiki/K-means
K-medoids	https://it.wikipedia.org/wiki/K-medoids
Laser	https://it.wikipedia.org/wiki/Laser
Lavoro (fisica)	https://it.wikipedia.org/wiki/Lavoro_(fisica)
Legge di Hooke	https://it.wikipedia.org/wiki/Legge_di_Hooke
Legge di Ohm	https://it.wikipedia.org/wiki/Legge_di_Ohm
Legge di Snell	https://it.wikipedia.org/wiki/Legge_di_Snell
Legge di gravitazione universale	https://it.wikipedia.org/wiki/Legge_di_gravitazione_universale
Leva (fisica)	https://it.wikipedia.org/wiki/Leva_(fisica)
Limite (matematica)	https://it.wikipedia.org/wiki/Limite_(matematica)
Limite di una funzione	https://it.wikipedia.org/wiki/Limite_di_una_funzione
Limite di una successione	https://it.wikipedia.org/wiki/Limite_di_una_successione
Linea di campo	https://it.wikipedia.org/wiki/Linea_di_campo
Linguaggio di interrogazione	https://it.wikipedia.org/wiki/Linguaggio_di_interrogazione
Livello energetico	https://it.wikipedia.org/wiki/Livello_energetico
Logaritmo	https://it.wikipedia.org/wiki/Logaritmo
Logaritmo naturale	https://it.wikipedia.org/wiki/Logaritmo_naturale
Luce	https://it.wikipedia.org/wiki/Luce
Lunghezza	https://it.wikipedia.org/wiki/Lunghezza
Lunghezza d'onda	https://it.wikipedia.org/wiki/Lunghezza_d%27onda
Lunghezza di un arco	https://it.wikipedia.org/wiki/Lunghezza_di_un_arco
Macchine a vettori di supporto	https://it.wikipedia.org/wiki/Macchine_a_vettori_di_supporto
Magnete	https://it.wikipedia.org/wiki/Magnete
Magnetismo	https://it.wikipedia.org/wiki/Magnetismo
Massa (fisica)	https://it.wikipedia.org/wiki/Massa_(fisica)
Massimo e minimo di una funzione	https://it.wikipedia.org/wiki/Massimo_e_minimo_di_una_funzione
Matematica	https://it.wikipedia.org/wiki/Matematica
Matrice	https://it.wikipedia.org/wiki/Matrice
Matrice di confusione	https://it.wikipedia.org/wiki/Matrice_di_confusione
Matrice elementare	https://it.wikipedia.org/wiki/Matrice_elementare
Matrice identità	https://it.wikipedia.org/wiki/Matrice_identit%C3%A0
Matrice invertibile	https://it.wikipedia.org/wiki/Matrice_invertibile
Matrice quadrata	https://it.wikipedia.org/wiki/Matrice_quadrata
Matrice triangolare	https://it.wikipedia.org/wiki/Matrice_triangolare
Mediana (statistica)	https://it.wikipedia.org/wiki/Mediana_(statistica)
Mereologia	https://it.wikipedia.org/wiki/Mereologia
Mescolanza sottrattiva	https://it.wikipedia.org/wiki/Mescolanza_sottrattiva
Metodo dei minimi quadrati	https://it.wikipedia.org/wiki/Metodo_dei_minimi_quadrati
Metodo della massima verosimiglianza	https://it.wikipedia.org/wiki/Metodo_della_massima_verosimiglianza
Metro	https://it.wikipedia.org/wiki/Metro
Mezzo trasmissivo	https://it.wikipedia.org/wiki/Mezzo_trasmissivo
Microscopio ottico	https://it.wikipedia.org/wiki/Microscopio_ottico
Minima lunghezza di descrizione	https://it.wikipedia.org/wiki/Minima_lunghezza_di_descrizione
Minore (algebra lineare)	https://it.wikipedia.org/wiki/Minore_(algebra_lineare)
Moda (statistica)	https://it.wikipedia.org/wiki/Moda_(statistica)
Modellazione dei dati	https://it.wikipedia.org/wiki/Modellazione_dei_dati
Moltiplicazione	https://it.wikipedia.org/wiki/Moltiplicazione
Moltiplicazione di matrici	https://it.wikipedia.org/wiki/Moltiplicazione_di_matrici
Momento meccanico	https://it.wikipedia.org/wiki/Momento_meccanico
Monomio	https://it.wikipedia.org/wiki/Monomio
Moto (fisica)	https://it.wikipedia.org/wiki/Moto_(fisica)
Moto circolare	https://it.wikipedia.org/wiki/Moto_circolare
Moto parabolico	https://it.wikipedia.org/wiki/Moto_parabolico
Notazione scientifica	https://it.wikipedia.org/wiki/Notazione_scientifica
Numeri pari e dispari	https://it.wikipedia.org/wiki/Numeri_pari_e_dispari
Numero	https://it.wikipedia.org/wiki/Numero
Numero complesso	https://it.wikipedia.org/wiki/Numero_complesso
Numero intero	https://it.wikipedia.org/wiki/Numero_intero
Numero naturale	https://it.wikipedia.org/wiki/Numero_naturale
Numero negativo	https://it.wikipedia.org/wiki/Numero_negativo
Numero primo	https://it.wikipedia.org/wiki/Numero_primo
Numero razionale	https://it.wikipedia.org/wiki/Numero_razionale
Numero reale	https://it.wikipedia.org/wiki/Numero_reale
Ohm	https://it.wikipedia.org/wiki/Ohm
Ohmmetro	https://it.wikipedia.org/wiki/Ohmmetro
Onda	https://it.wikipedia.org/wiki/Onda
Onda d'urto (fluidodinamica)	https://it.wikipedia.org/wiki/Onda_d%27urto_(fluidodinamica)
Onda sinusoidale	https://it.wikipedia.org/wiki/Onda_sinusoidale
Onda stazionaria	https://it.wikipedia.org/wiki/Onda_stazionaria
Onda trasversale	https://it.wikipedia.org/wiki/Onda_trasversale
Operazione aritmetica	https://it.wikipedia.org/wiki/Operazione_aritmetica
Ottagono	https://it.wikipedia.org/wiki/Ottagono
Ottica geometrica	https://it.wikipedia.org/wiki/Ottica_geometrica
Outlier	https://it.wikipedia.org/wiki/Outlier
Parallelismo (geometria)	https://it.wikipedia.org/wiki/Parallelismo_(geometria)
Parallelogramma	https://it.wikipedia.org/wiki/Parallelogramma
Pendenza topografica	https://it.wikipedia.org/wiki/Pendenza_topografica
Pentagono	https://it.wikipedia.org/wiki/Pentagono
Perpendicolarità	https://it.wikipedia.org/wiki/Perpendicolarit%C3%A0
Pianeta	https://it.wikipedia.org/wiki/Pianeta
Piano (geometria)	https://it.wikipedia.org/wiki/Piano_(geometria)
Piano complesso	https://it.wikipedia.org/wiki/Piano_complesso
Pigmento	https://it.wikipedia.org/wiki/Pigmento
Piramide (geometria)	https://it.wikipedia.org/wiki/Piramide_(geometria)
Plasticità (fisica)	https://it.wikipedia.org/wiki/Plasticit%C3%A0_(fisica)
Poliedro	https://it.wikipedia.org/wiki/Poliedro
Poligono	https://it.wikipedia.org/wiki/Poligono
Poligono stellato	https://it.wikipedia.org/wiki/Poligono_stellato
Polinomio	https://it.wikipedia.org/wiki/Polinomio
Polo (analisi complessa)	https://it.wikipedia.org/wiki/Polo_(analisi_complessa)
Polo (elettrotecnica)	https://it.wikipedia.org/wiki/Polo_(elettrotecnica)
Popolazione statistica	https://it.wikipedia.org/wiki/Popolazione_statistica
Posizione	https://it.wikipedia.org/wiki/Posizione
Potenza (fisica)	https://it.wikipedia.org/wiki/Potenza_(fisica)
Potenza (matematica)	https://it.wikipedia.org/wiki/Potenza_(matematica)
Potenziale elettrico	https://it.wikipedia.org/wiki/Potenziale_elettrico
Precisione e recupero	https://it.wikipedia.org/wiki/Precisione_e_recupero
Principi della dinamica	https://it.wikipedia.org/wiki/Principi_della_dinamica
Principio d'induzione	https://it.wikipedia.org/wiki/Principio_d%27induzione
Principio di Huygens-Fresnel	https://it.wikipedia.org/wiki/Principio_di_Huygens-Fresnel
Prisma	https://it.wikipedia.org/wiki/Prisma
Probabilità a posteriori	https://it.wikipedia.org/wiki/Probabilit%C3%A0_a_posteriori
Probabilità condizionata	https://it.wikipedia.org/wiki/Probabilit%C3%A0_condizionata
Prodotto scalare	https://it.wikipedia.org/wiki/Prodotto_scalare
Prodotto vettoriale	https://it.wikipedia.org/wiki/Prodotto_vettoriale
Progressione geometrica	https://it.wikipedia.org/wiki/Progressione_geometrica
Punto (geometria)	https://it.wikipedia.org/wiki/Punto_(geometria)
Punto medio	https://it.wikipedia.org/wiki/Punto_medio
Quadrante (geometria analitica)	https://it.wikipedia.org/wiki/Quadrante_(geometria_analitica)
Quadrato	https://it.wikipedia.org/wiki/Quadrato
Quadrato (algebra)	https://it.wikipedia.org/wiki/Quadrato_(algebra)
Quadrilatero	https://it.wikipedia.org/wiki/Quadrilatero
Quartile	https://it.wikipedia.org/wiki/Quartile
Radiazione elettromagnetica	https://it.wikipedia.org/wiki/Radiazione_elettromagnetica
Radicale (matematica)	https://it.wikipedia.org/wiki/Radicale_(matematica)
Radice (matematica)	https://it.wikipedia.org/wiki/Radice_(matematica)
Radice quadrata	https://it.wikipedia.org/wiki/Radice_quadrata
Raggio (geometria)	https://it.wikipedia.org/wiki/Raggio_(geometria)
Raggio luminoso	https://it.wikipedia.org/wiki/Raggio_luminoso
Rapporto segnale/rumore	https://it.wikipedia.org/wiki/Rapporto_segnale/rumore
Razionalizzazione (matematica)	https://it.wikipedia.org/wiki/Razionalizzazione_(matematica)
Receiver operating characteristic	https://it.wikipedia.org/wiki/Receiver_operating_characteristic
Reciproco	https://it.wikipedia.org/wiki/Reciproco
Regole di associazione	https://it.wikipedia.org/wiki/Regole_di_associazione
Regressione di Poisson	https://it.wikipedia.org/wiki/Regressione_di_Poisson
Regressione lineare	https://it.wikipedia.org/wiki/Regressione_lineare
Resistenza elettrica	https://it.wikipedia.org/wiki/Resistenza_elettrica
Resistenza meccanica	https://it.wikipedia.org/wiki/Resistenza_meccanica
Rete bayesiana	https://it.wikipedia.org/wiki/Rete_bayesiana
Rete neurale artificiale	https://it.wikipedia.org/wiki/Rete_neurale_artificiale
Rete neurale feed-forward	https://it.wikipedia.org/wiki/Rete_neurale_feed-forward
Retropropagazione dell'errore	https://it.wikipedia.org/wiki/Retropropagazione_dell%27errore
Retta	https://it.wikipedia.org/wiki/Retta
Rettangolo	https://it.wikipedia.org/wiki/Rettangolo
Riflessione (fisica)	https://it.wikipedia.org/wiki/Riflessione_(fisica)
Riflessione (geometria)	https://it.wikipedia.org/wiki/Riflessione_(geometria)
Riflessione interna totale	https://it.wikipedia.org/wiki/Riflessione_interna_totale
Riflessione speculare	https://it.wikipedia.org/wiki/Riflessione_speculare
Rifrazione	https://it.wikipedia.org/wiki/Rifrazione
Rigidezza	https://it.wikipedia.org/wiki/Rigidezza
Risoluzione di un'equazione	https://it.wikipedia.org/wiki/Risoluzione_di_un%27equazione
Rombo (geometria)	https://it.wikipedia.org/wiki/Rombo_(geometria)
Rotazione (matematica)	https://it.wikipedia.org/wiki/Rotazione_(matematica)
Scarto interquartile	https://it.wikipedia.org/wiki/Scarto_interquartile
Scarto quadratico medio	https://it.wikipedia.org/wiki/Scarto_quadratico_medio
Scorrimento viscoso	https://it.wikipedia.org/wiki/Scorrimento_viscoso
Secante (geometria)	https://it.wikipedia.org/wiki/Secante_(geometria)
Segmento	https://it.wikipedia.org/wiki/Segmento
Segno (matematica)	https://it.wikipedia.org/wiki/Segno_(matematica)
Selezione naturale	https://it.wikipedia.org/wiki/Selezione_naturale
Seno (matematica)	https://it.wikipedia.org/wiki/Seno_(matematica)
Serie	https://it.wikipedia.org/wiki/Serie
Serie geometrica	https://it.wikipedia.org/wiki/Serie_geometrica
Settore circolare	https://it.wikipedia.org/wiki/Settore_circolare
Sezione (geometria descrittiva)	https://it.wikipedia.org/wiki/Sezione_(geometria_descrittiva)
Sezione conica	https://it.wikipedia.org/wiki/Sezione_conica
Sfera	https://it.wikipedia.org/wiki/Sfera
Significatività	https://it.wikipedia.org/wiki/Significativit%C3%A0
Similitudine (geometria)	https://it.wikipedia.org/wiki/Similitudine_(geometria)
Simmetria	https://it.wikipedia.org/wiki/Simmetria
Sistema di coordinate	https://it.wikipedia.org/wiki/Sistema_di_coordinate
Sistema di coordinate polari	https://it.wikipedia.org/wiki/Sistema_di_coordinate_polari
Sistema di equazioni	https://it.wikipedia.org/wiki/Sistema_di_equazioni
Sistema di equazioni lineari	https://it.wikipedia.org/wiki/Sistema_di_equazioni_lineari
Sistema di riferimento	https://it.wikipedia.org/wiki/Sistema_di_riferimento
Sistema di riferimento cartesiano	https://it.wikipedia.org/wiki/Sistema_di_riferimento_cartesiano
Sistema di riferimento inerziale	https://it.wikipedia.org/wiki/Sistema_di_riferimento_inerziale
Sistema di riferimento non inerziale	https://it.wikipedia.org/wiki/Sistema_di_riferimento_non_inerziale
Sistema esperto	https://it.wikipedia.org/wiki/Sistema_esperto
Sistema non lineare	https://it.wikipedia.org/wiki/Sistema_non_lineare
Sistema numerico binario	https://it.wikipedia.org/wiki/Sistema_numerico_binario
Somma vuota	https://it.wikipedia.org/wiki/Somma_vuota
Sommatoria	https://it.wikipedia.org/wiki/Sommatoria
Sottrazione	https://it.wikipedia.org/wiki/Sottrazione
Spazio (matematica)	https://it.wikipedia.org/wiki/Spazio_(matematica)
Specchio curvo	https://it.wikipedia.org/wiki/Specchio_curvo
Spettro di emissione	https://it.wikipedia.org/wiki/Spettro_di_emissione
Spettro elettromagnetico	https://it.wikipedia.org/wiki/Spettro_elettromagnetico
Spettroscopia di assorbimento	https://it.wikipedia.org/wiki/Spettroscopia_di_assorbimento
Spigolo	https://it.wikipedia.org/wiki/Spigolo
Spostamento (cinematica)	https://it.wikipedia.org/wiki/Spostamento_(cinematica)
Statistica descrittiva	https://it.wikipedia.org/wiki/Statistica_descrittiva
Suono	https://it.wikipedia.org/wiki/Suono
Tangente (geometria)	https://it.wikipedia.org/wiki/Tangente_(geometria)
Tassellatura	https://it.wikipedia.org/wiki/Tassellatura
Tavola trigonometrica	https://it.wikipedia.org/wiki/Tavola_trigonometrica
Telescopio	https://it.wikipedia.org/wiki/Telescopio
Telescopio rifrattore	https://it.wikipedia.org/wiki/Telescopio_rifrattore
Temperatura	https://it.wikipedia.org/wiki/Temperatura
Tensione (meccanica)	https://it.wikipedia.org/wiki/Tensione_(meccanica)
Teorema binomiale	https://it.wikipedia.org/wiki/Teorema_binomiale
Teorema dei seni	https://it.wikipedia.org/wiki/Teorema_dei_seni
Teorema della bisettrice	https://it.wikipedia.org/wiki/Teorema_della_bisettrice
Teorema delle radici razionali	https://it.wikipedia.org/wiki/Teorema_delle_radici_razionali
Teorema di Bayes	https://it.wikipedia.org/wiki/Teorema_di_Bayes
Teorema di Pitagora	https://it.wikipedia.org/wiki/Teorema_di_Pitagora
Teorema fondamentale dell'algebra	https://it.wikipedia.org/wiki/Teorema_fondamentale_dell%27algebra
Terna pitagorica	https://it.wikipedia.org/wiki/Terna_pitagorica
Test di verifica d'ipotesi	https://it.wikipedia.org/wiki/Test_di_verifica_d%27ipotesi
Test t	https://it.wikipedia.org/wiki/Test_t
Tipo di dato	https://it.wikipedia.org/wiki/Tipo_di_dato
