name,article,lang,lemma
Faccia (geometria),https://it.wikipedia.org/wiki/Faccia_(geometria),it,Faccia (geometria)
Elaborazione dati,https://it.wikipedia.org/wiki/Elaborazione_dati,it,Elaborazione dati
Retta,https://it.wikipedia.org/wiki/Retta,it,Retta
Retta,https://it.wikipedia.org/wiki/Retta,it,Retta
Laser,https://it.wikipedia.org/wiki/Laser,it,Laser
Popolazione statistica,https://it.wikipedia.org/wiki/Popolazione_statistica,it,Popolazione statistica
Potenziale elettrico,https://it.wikipedia.org/wiki/Potenziale_elettrico,it,Potenziale elettrico
Aquilone (geometria),https://it.wikipedia.org/wiki/Aquilone_(geometria),it,Aquilone (geometria)
Ampiezza,https://it.wikipedia.org/wiki/Ampiezza,it,Ampiezza
Capacità elettrica,https://it.wikipedia.org/wiki/Capacit%C3%A0_elettrica,it,Capacità elettrica
Indice di rifrazione,https://it.wikipedia.org/wiki/Indice_di_rifrazione,it,Indice di rifrazione
Legge di Hooke,https://it.wikipedia.org/wiki/Legge_di_Hooke,it,Legge di Hooke
Teorema di Bayes,https://it.wikipedia.org/wiki/Teorema_di_Bayes,it,Teorema di Bayes
Legge di Snell,https://it.wikipedia.org/wiki/Legge_di_Snell,it,Legge di Snell
Telescopio rifrattore,https://it.wikipedia.org/wiki/Telescopio_rifrattore,it,Telescopio rifrattore
Rifrazione,https://it.wikipedia.org/wiki/Rifrazione,it,Rifrazione
Trapezio,https://it.wikipedia.org/wiki/Trapezio,it,Trapezio
Sistema di riferimento cartesiano,https://it.wikipedia.org/wiki/Sistema_di_riferimento_cartesiano,it,Sistema di riferimento cartesiano
Campo elettrico,https://it.wikipedia.org/wiki/Campo_elettrico,it,Campo elettrico
Punto (geometria),https://it.wikipedia.org/wiki/Punto_(geometria),it,Punto (geometria)
Rettangolo,https://it.wikipedia.org/wiki/Rettangolo,it,Rettangolo
Elettrone,https://it.wikipedia.org/wiki/Elettrone,it,Elettrone
Elettrone,https://it.wikipedia.org/wiki/Elettrone,it,Elettrone
Clustering,https://it.wikipedia.org/wiki/Clustering,it,Clustering
Sistema non lineare,https://it.wikipedia.org/wiki/Sistema_non_lineare,it,Sistema non lineare
Secante (geometria),https://it.wikipedia.org/wiki/Secante_(geometria),it,Secante (geometria)
Scorrimento viscoso,https://it.wikipedia.org/wiki/Scorrimento_viscoso,it,Scorrimento viscoso
Rigidezza,https://it.wikipedia.org/wiki/Rigidezza,it,Rigidezza
Ipotesi nulla,https://it.wikipedia.org/wiki/Ipotesi_nulla,it,Ipotesi nulla
Segmento,https://it.wikipedia.org/wiki/Segmento,it,Segmento
Pigmento,https://it.wikipedia.org/wiki/Pigmento,it,Pigmento
Scarto quadratico medio,https://it.wikipedia.org/wiki/Scarto_quadratico_medio,it,Scarto quadratico medio
Poliedro,https://it.wikipedia.org/wiki/Poliedro,it,Poliedro
Interazione gravitazionale,https://it.wikipedia.org/wiki/Interazione_gravitazionale,it,Interazione gravitazionale
Interazione gravitazionale,https://it.wikipedia.org/wiki/Interazione_gravitazionale,it,Interazione gravitazionale
Velocità,https://it.wikipedia.org/wiki/Velocit%C3%A0,it,Velocità
Velocità,https://it.wikipedia.org/wiki/Velocit%C3%A0,it,Velocità
Ottagono,https://it.wikipedia.org/wiki/Ottagono,it,Ottagono
Campo magnetico,https://it.wikipedia.org/wiki/Campo_magnetico,it,Campo magnetico
Analisi della regressione,https://it.wikipedia.org/wiki/Analisi_della_regressione,it,Analisi della regressione
Ennagono,https://it.wikipedia.org/wiki/Ennagono,it,Ennagono
Perpendicolarità,https://it.wikipedia.org/wiki/Perpendicolarit%C3%A0,it,Perpendicolarità
Ettagono,https://it.wikipedia.org/wiki/Ettagono,it,Ettagono
Prisma,https://it.wikipedia.org/wiki/Prisma,it,Prisma
Rete neurale artificiale,https://it.wikipedia.org/wiki/Rete_neurale_artificiale,it,Rete neurale artificiale
Sistema esperto,https://it.wikipedia.org/wiki/Sistema_esperto,it,Sistema esperto
Disuguaglianza triangolare,https://it.wikipedia.org/wiki/Disuguaglianza_triangolare,it,Disuguaglianza triangolare
Intervallo di confidenza,https://it.wikipedia.org/wiki/Intervallo_di_confidenza,it,Intervallo di confidenza
Simmetria,https://it.wikipedia.org/wiki/Simmetria,it,Simmetria
Simmetria,https://it.wikipedia.org/wiki/Simmetria,it,Simmetria
Teorema di Pitagora,https://it.wikipedia.org/wiki/Teorema_di_Pitagora,it,Teorema di Pitagora
Teorema di Pitagora,https://it.wikipedia.org/wiki/Teorema_di_Pitagora,it,Teorema di Pitagora
Velocità di fase,https://it.wikipedia.org/wiki/Velocit%C3%A0_di_fase,it,Velocità di fase
Metodo dei minimi quadrati,https://it.wikipedia.org/wiki/Metodo_dei_minimi_quadrati,it,Metodo dei minimi quadrati
Funzione trigonometrica,https://it.wikipedia.org/wiki/Funzione_trigonometrica,it,Funzione trigonometrica
Grandezza fisica,https://it.wikipedia.org/wiki/Grandezza_fisica,it,Grandezza fisica
Diffrazione,https://it.wikipedia.org/wiki/Diffrazione,it,Diffrazione
Moto (fisica),https://it.wikipedia.org/wiki/Moto_(fisica),it,Moto (fisica)
Moto (fisica),https://it.wikipedia.org/wiki/Moto_(fisica),it,Moto (fisica)
Onda stazionaria,https://it.wikipedia.org/wiki/Onda_stazionaria,it,Onda stazionaria
Arco (geometria),https://it.wikipedia.org/wiki/Arco_(geometria),it,Arco (geometria)
Seno (matematica),https://it.wikipedia.org/wiki/Seno_(matematica),it,Seno (matematica)
Analisi delle componenti principali,https://it.wikipedia.org/wiki/Analisi_delle_componenti_principali,it,Analisi delle componenti principali
Albero di decisione,https://it.wikipedia.org/wiki/Albero_di_decisione,it,Albero di decisione
Variabilità,https://it.wikipedia.org/wiki/Variabilit%C3%A0,it,Variabilità
Diagramma di corpo libero,https://it.wikipedia.org/wiki/Diagramma_di_corpo_libero,it,Diagramma di corpo libero
Collinearità,https://it.wikipedia.org/wiki/Collinearit%C3%A0,it,Collinearità
Polo (elettrotecnica),https://it.wikipedia.org/wiki/Polo_(elettrotecnica),it,Polo (elettrotecnica)
Triangolo isoscele,https://it.wikipedia.org/wiki/Triangolo_isoscele,it,Triangolo isoscele
Metodo della massima verosimiglianza,https://it.wikipedia.org/wiki/Metodo_della_massima_verosimiglianza,it,Metodo della massima verosimiglianza
Discesa del gradiente,https://it.wikipedia.org/wiki/Discesa_del_gradiente,it,Discesa del gradiente
Distribuzione congiunta,https://it.wikipedia.org/wiki/Distribuzione_congiunta,it,Distribuzione congiunta
Quartile,https://it.wikipedia.org/wiki/Quartile,it,Quartile
Information retrieval,https://it.wikipedia.org/wiki/Information_retrieval,it,Information retrieval
Massimo e minimo di una funzione,https://it.wikipedia.org/wiki/Massimo_e_minimo_di_una_funzione,it,Massimo e minimo di una funzione
Sezione (geometria descrittiva),https://it.wikipedia.org/wiki/Sezione_(geometria_descrittiva),it,Sezione (geometria descrittiva)
Pendenza topografica,https://it.wikipedia.org/wiki/Pendenza_topografica,it,Pendenza topografica
Linguaggio di interrogazione,https://it.wikipedia.org/wiki/Linguaggio_di_interrogazione,it,Linguaggio di interrogazione
Poligono stellato,https://it.wikipedia.org/wiki/Poligono_stellato,it,Poligono stellato
Sistema di riferimento non inerziale,https://it.wikipedia.org/wiki/Sistema_di_riferimento_non_inerziale,it,Sistema di riferimento non inerziale
Urto elastico,https://it.wikipedia.org/wiki/Urto_elastico,it,Urto elastico
Minima lunghezza di descrizione,https://it.wikipedia.org/wiki/Minima_lunghezza_di_descrizione,it,Minima lunghezza di descrizione
Punto medio,https://it.wikipedia.org/wiki/Punto_medio,it,Punto medio
Scarto interquartile,https://it.wikipedia.org/wiki/Scarto_interquartile,it,Scarto interquartile
Precisione e recupero,https://it.wikipedia.org/wiki/Precisione_e_recupero,it,Precisione e recupero
Iperpiano,https://it.wikipedia.org/wiki/Iperpiano,it,Iperpiano
Energia potenziale elettrica,https://it.wikipedia.org/wiki/Energia_potenziale_elettrica,it,Energia potenziale elettrica
Rotazione (matematica),https://it.wikipedia.org/wiki/Rotazione_(matematica),it,Rotazione (matematica)
Teorema della bisettrice,https://it.wikipedia.org/wiki/Teorema_della_bisettrice,it,Teorema della bisettrice
Intensità acustica,https://it.wikipedia.org/wiki/Intensit%C3%A0_acustica,it,Intensità acustica
Classificazione statistica,https://it.wikipedia.org/wiki/Classificazione_statistica,it,Classificazione statistica
Cono,https://it.wikipedia.org/wiki/Cono,it,Cono
Leva (fisica),https://it.wikipedia.org/wiki/Leva_(fisica),it,Leva (fisica)
Principi della dinamica,https://it.wikipedia.org/wiki/Principi_della_dinamica,it,Principi della dinamica
Outlier,https://it.wikipedia.org/wiki/Outlier,it,Outlier
Poligono,https://it.wikipedia.org/wiki/Poligono,it,Poligono
Funzione di verosimiglianza,https://it.wikipedia.org/wiki/Funzione_di_verosimiglianza,it,Funzione di verosimiglianza
Selezione naturale,https://it.wikipedia.org/wiki/Selezione_naturale,it,Selezione naturale
Endecagono,https://it.wikipedia.org/wiki/Endecagono,it,Endecagono
Bidimensionalità,https://it.wikipedia.org/wiki/Bidimensionalit%C3%A0,it,Bidimensionalità
Distribuzione di probabilità a priori,https://it.wikipedia.org/wiki/Distribuzione_di_probabilit%C3%A0_a_priori,it,Distribuzione di probabilità a priori
Probabilità condizionata,https://it.wikipedia.org/wiki/Probabilit%C3%A0_condizionata,it,Probabilità condizionata
Mescolanza sottrattiva,https://it.wikipedia.org/wiki/Mescolanza_sottrattiva,it,Mescolanza sottrattiva
Regole di associazione,https://it.wikipedia.org/wiki/Regole_di_associazione,it,Regole di associazione
Algoritmo apriori,https://it.wikipedia.org/wiki/Algoritmo_apriori,it,Algoritmo apriori
Campo gravitazionale,https://it.wikipedia.org/wiki/Campo_gravitazionale,it,Campo gravitazionale
Apprendimento ensemble,https://it.wikipedia.org/wiki/Apprendimento_ensemble,it,Apprendimento ensemble
K-means,https://it.wikipedia.org/wiki/K-means,it,K-means
Boosting,https://it.wikipedia.org/wiki/Boosting,it,Boosting
Traslazione (geometria),https://it.wikipedia.org/wiki/Traslazione_(geometria),it,Traslazione (geometria)
Mediana (statistica),https://it.wikipedia.org/wiki/Mediana_(statistica),it,Mediana (statistica)
Riflessione interna totale,https://it.wikipedia.org/wiki/Riflessione_interna_totale,it,Riflessione interna totale
Macchine a vettori di supporto,https://it.wikipedia.org/wiki/Macchine_a_vettori_di_supporto,it,Macchine a vettori di supporto
Significatività,https://it.wikipedia.org/wiki/Significativit%C3%A0,it,Significatività
Piano (geometria),https://it.wikipedia.org/wiki/Piano_(geometria),it,Piano (geometria)
Spigolo,https://it.wikipedia.org/wiki/Spigolo,it,Spigolo
Diametro,https://it.wikipedia.org/wiki/Diametro,it,Diametro
Accelerazione di gravità,https://it.wikipedia.org/wiki/Accelerazione_di_gravit%C3%A0,it,Accelerazione di gravità
Circonferenza,https://it.wikipedia.org/wiki/Circonferenza,it,Circonferenza
Circonferenza,https://it.wikipedia.org/wiki/Circonferenza,it,Circonferenza
Asse di un segmento,https://it.wikipedia.org/wiki/Asse_di_un_segmento,it,Asse di un segmento
Trapezio (disambigua),https://it.wikipedia.org/wiki/Trapezio_(disambigua),it,Trapezio
Regressione lineare,https://it.wikipedia.org/wiki/Regressione_lineare,it,Regressione lineare
Spettroscopia di assorbimento,https://it.wikipedia.org/wiki/Spettroscopia_di_assorbimento,it,Spettroscopia di assorbimento
Compressione (fisica),https://it.wikipedia.org/wiki/Compressione_(fisica),it,Compressione (fisica)
Campionamento casuale,https://it.wikipedia.org/wiki/Campionamento_casuale,it,Campionamento casuale
Campionamento statistico,https://it.wikipedia.org/wiki/Campionamento_statistico,it,Campionamento statistico
Esagono,https://it.wikipedia.org/wiki/Esagono,it,Esagono
Parallelogramma,https://it.wikipedia.org/wiki/Parallelogramma,it,Parallelogramma
Attrito,https://it.wikipedia.org/wiki/Attrito,it,Attrito
Conduttore elettrico,https://it.wikipedia.org/wiki/Conduttore_elettrico,it,Conduttore elettrico
Spettro elettromagnetico,https://it.wikipedia.org/wiki/Spettro_elettromagnetico,it,Spettro elettromagnetico
Magnetismo,https://it.wikipedia.org/wiki/Magnetismo,it,Magnetismo
Parallelismo (geometria),https://it.wikipedia.org/wiki/Parallelismo_(geometria),it,Parallelismo (geometria)
Forza di Coulomb,https://it.wikipedia.org/wiki/Forza_di_Coulomb,it,Forza di Coulomb
Distanza (matematica),https://it.wikipedia.org/wiki/Distanza_(matematica),it,Distanza (matematica)
Pentagono,https://it.wikipedia.org/wiki/Pentagono,it,Pentagono
Tangente (geometria),https://it.wikipedia.org/wiki/Tangente_(geometria),it,Tangente (geometria)
K-medoids,https://it.wikipedia.org/wiki/K-medoids,it,K-medoids
Retropropagazione dell'errore,https://it.wikipedia.org/wiki/Retropropagazione_dell%27errore,it,Retropropagazione dell'errore
Grado di cristallinità,https://it.wikipedia.org/wiki/Grado_di_cristallinit%C3%A0,it,Grado di cristallinità
Rete neurale feed-forward,https://it.wikipedia.org/wiki/Rete_neurale_feed-forward,it,Rete neurale feed-forward
Rete bayesiana,https://it.wikipedia.org/wiki/Rete_bayesiana,it,Rete bayesiana
Linea di campo,https://it.wikipedia.org/wiki/Linea_di_campo,it,Linea di campo
Analisi dei dati,https://it.wikipedia.org/wiki/Analisi_dei_dati,it,Analisi dei dati
Urto anelastico,https://it.wikipedia.org/wiki/Urto_anelastico,it,Urto anelastico
Matrice di confusione,https://it.wikipedia.org/wiki/Matrice_di_confusione,it,Matrice di confusione
Durezza,https://it.wikipedia.org/wiki/Durezza,it,Durezza
Regressione di Poisson,https://it.wikipedia.org/wiki/Regressione_di_Poisson,it,Regressione di Poisson
Riflessione speculare,https://it.wikipedia.org/wiki/Riflessione_speculare,it,Riflessione speculare
Dbscan,https://it.wikipedia.org/wiki/Dbscan,it,Dbscan
Clustering gerarchico,https://it.wikipedia.org/wiki/Clustering_gerarchico,it,Clustering gerarchico
Distribuzione condizionata,https://it.wikipedia.org/wiki/Distribuzione_condizionata,it,Distribuzione condizionata
Distanza di Minkowski,https://it.wikipedia.org/wiki/Distanza_di_Minkowski,it,Distanza di Minkowski
Bagging,https://it.wikipedia.org/wiki/Bagging,it,Bagging
Triangolo rettangolo,https://it.wikipedia.org/wiki/Triangolo_rettangolo,it,Triangolo rettangolo
Decagono,https://it.wikipedia.org/wiki/Decagono,it,Decagono
Moda (statistica),https://it.wikipedia.org/wiki/Moda_(statistica),it,Moda (statistica)
Raggio (geometria),https://it.wikipedia.org/wiki/Raggio_(geometria),it,Raggio (geometria)
Data mining,https://it.wikipedia.org/wiki/Data_mining,it,Data mining
Isolatore,https://it.wikipedia.org/wiki/Isolatore,it,Isolatore
Voltmetro,https://it.wikipedia.org/wiki/Voltmetro,it,Voltmetro
Algoritmo genetico,https://it.wikipedia.org/wiki/Algoritmo_genetico,it,Algoritmo genetico
Forza elettromotrice,https://it.wikipedia.org/wiki/Forza_elettromotrice,it,Forza elettromotrice
Congruenza (geometria),https://it.wikipedia.org/wiki/Congruenza_(geometria),it,Congruenza (geometria)
Correlazione (statistica),https://it.wikipedia.org/wiki/Correlazione_(statistica),it,Correlazione (statistica)
Riflessione (fisica),https://it.wikipedia.org/wiki/Riflessione_(fisica),it,Riflessione (fisica)
Amperometro,https://it.wikipedia.org/wiki/Amperometro,it,Amperometro
Corda (geometria),https://it.wikipedia.org/wiki/Corda_(geometria),it,Corda (geometria)
Istogramma,https://it.wikipedia.org/wiki/Istogramma,it,Istogramma
Dodecagono,https://it.wikipedia.org/wiki/Dodecagono,it,Dodecagono
Funzione di densità di probabilità,https://it.wikipedia.org/wiki/Funzione_di_densit%C3%A0_di_probabilit%C3%A0,it,Funzione di densità di probabilità
Tipo di dato,https://it.wikipedia.org/wiki/Tipo_di_dato,it,Tipo di dato
Similitudine (geometria),https://it.wikipedia.org/wiki/Similitudine_(geometria),it,Similitudine (geometria)
Probabilità a posteriori,https://it.wikipedia.org/wiki/Probabilit%C3%A0_a_posteriori,it,Probabilità a posteriori
Bootstrap (statistica),https://it.wikipedia.org/wiki/Bootstrap_(statistica),it,Bootstrap (statistica)
Receiver operating characteristic,https://it.wikipedia.org/wiki/Receiver_operating_characteristic,it,Receiver operating characteristic
Funzione trigonometrica inversa,https://it.wikipedia.org/wiki/Funzione_trigonometrica_inversa,it,Funzione trigonometrica inversa
Livello energetico,https://it.wikipedia.org/wiki/Livello_energetico,it,Livello energetico
Lunghezza di un arco,https://it.wikipedia.org/wiki/Lunghezza_di_un_arco,it,Lunghezza di un arco
Indice di posizione,https://it.wikipedia.org/wiki/Indice_di_posizione,it,Indice di posizione
Equazione del moto,https://it.wikipedia.org/wiki/Equazione_del_moto,it,Equazione del moto
Statistica descrittiva,https://it.wikipedia.org/wiki/Statistica_descrittiva,it,Statistica descrittiva
Plasticità (fisica),https://it.wikipedia.org/wiki/Plasticit%C3%A0_(fisica),it,Plasticità (fisica)
Spazio (matematica),https://it.wikipedia.org/wiki/Spazio_(matematica),it,Spazio (matematica)
Fatica (scienza dei materiali),https://it.wikipedia.org/wiki/Fatica_(scienza_dei_materiali),it,Fatica (scienza dei materiali)
Base di conoscenza,https://it.wikipedia.org/wiki/Base_di_conoscenza,it,Base di conoscenza
Diagonale,https://it.wikipedia.org/wiki/Diagonale,it,Diagonale
Onda d'urto (fluidodinamica),https://it.wikipedia.org/wiki/Onda_d%27urto_(fluidodinamica),it,Onda d'urto (fluidodinamica)
Test di verifica d'ipotesi,https://it.wikipedia.org/wiki/Test_di_verifica_d%27ipotesi,it,Test di verifica d'ipotesi
Foresta casuale,https://it.wikipedia.org/wiki/Foresta_casuale,it,Foresta casuale
Modellazione dei dati,https://it.wikipedia.org/wiki/Modellazione_dei_dati,it,Modellazione dei dati
Convalida incrociata,https://it.wikipedia.org/wiki/Convalida_incrociata,it,Convalida incrociata
Rapporto segnale/rumore,https://it.wikipedia.org/wiki/Rapporto_segnale/rumore,it,Rapporto segnale/rumore
Tassellatura,https://it.wikipedia.org/wiki/Tassellatura,it,Tassellatura
Terna pitagorica,https://it.wikipedia.org/wiki/Terna_pitagorica,it,Terna pitagorica
Test t,https://it.wikipedia.org/wiki/Test_t,it,Test t
Mezzo trasmissivo,https://it.wikipedia.org/wiki/Mezzo_trasmissivo,it,Mezzo trasmissivo
