name,article,lang,lemma
Operazione aritmetica,https://it.wikipedia.org/wiki/Operazione_aritmetica,it,Operazione aritmetica
Espressione matematica,https://it.wikipedia.org/wiki/Espressione_matematica,it,Espressione matematica
Funzione monotona,https://it.wikipedia.org/wiki/Funzione_monotona,it,Funzione monotona
Matrice identità,https://it.wikipedia.org/wiki/Matrice_identit%C3%A0,it,Matrice identità
Teorema fondamentale dell'algebra,https://it.wikipedia.org/wiki/Teorema_fondamentale_dell%27algebra,it,Teorema fondamentale dell'algebra
Circonferenza unitaria,https://it.wikipedia.org/wiki/Circonferenza_unitaria,it,Circonferenza unitaria
Radice (matematica),https://it.wikipedia.org/wiki/Radice_(matematica),it,Radice (matematica)
Insieme vuoto,https://it.wikipedia.org/wiki/Insieme_vuoto,it,Insieme vuoto
Sistema di riferimento inerziale,https://it.wikipedia.org/wiki/Sistema_di_riferimento_inerziale,it,Sistema di riferimento inerziale
Reciproco,https://it.wikipedia.org/wiki/Reciproco,it,Reciproco
Onda sinusoidale,https://it.wikipedia.org/wiki/Onda_sinusoidale,it,Onda sinusoidale
Edge,https://it.wikipedia.org/wiki/Edge,it,Edge
Funzione inversa,https://it.wikipedia.org/wiki/Funzione_inversa,it,Funzione inversa
Ohmmetro,https://it.wikipedia.org/wiki/Ohmmetro,it,Ohmmetro
Distributività,https://it.wikipedia.org/wiki/Distributivit%C3%A0,it,Distributività
Logaritmo naturale,https://it.wikipedia.org/wiki/Logaritmo_naturale,it,Logaritmo naturale
Settore circolare,https://it.wikipedia.org/wiki/Settore_circolare,it,Settore circolare
Diffusione ottica,https://it.wikipedia.org/wiki/Diffusione_ottica,it,Diffusione ottica
Spettro di emissione,https://it.wikipedia.org/wiki/Spettro_di_emissione,it,Spettro di emissione
Numero negativo,https://it.wikipedia.org/wiki/Numero_negativo,it,Numero negativo
Principio di Huygens-Fresnel,https://it.wikipedia.org/wiki/Principio_di_Huygens-Fresnel,it,Principio di Huygens-Fresnel
Coefficiente binomiale,https://it.wikipedia.org/wiki/Coefficiente_binomiale,it,Coefficiente binomiale
Insieme aperto,https://it.wikipedia.org/wiki/Insieme_aperto,it,Insieme aperto
Composizione di funzioni,https://it.wikipedia.org/wiki/Composizione_di_funzioni,it,Composizione di funzioni
Numeri pari e dispari,https://it.wikipedia.org/wiki/Numeri_pari_e_dispari,it,Numeri pari e dispari
Numeri pari e dispari,https://it.wikipedia.org/wiki/Numeri_pari_e_dispari,it,Numeri pari e dispari
Elemento inverso,https://it.wikipedia.org/wiki/Elemento_inverso,it,Elemento inverso
Uguaglianza (matematica),https://it.wikipedia.org/wiki/Uguaglianza_(matematica),it,Uguaglianza (matematica)
Boom sonico,https://it.wikipedia.org/wiki/Boom_sonico,it,Boom sonico
Ottica geometrica,https://it.wikipedia.org/wiki/Ottica_geometrica,it,Ottica geometrica
Monomio,https://it.wikipedia.org/wiki/Monomio,it,Monomio
Insieme chiuso,https://it.wikipedia.org/wiki/Insieme_chiuso,it,Insieme chiuso
Crescita esponenziale,https://it.wikipedia.org/wiki/Crescita_esponenziale,it,Crescita esponenziale
Funzione costante,https://it.wikipedia.org/wiki/Funzione_costante,it,Funzione costante
Piano complesso,https://it.wikipedia.org/wiki/Piano_complesso,it,Piano complesso
Complesso coniugato,https://it.wikipedia.org/wiki/Complesso_coniugato,it,Complesso coniugato
Equazione lineare,https://it.wikipedia.org/wiki/Equazione_lineare,it,Equazione lineare
Matrice triangolare,https://it.wikipedia.org/wiki/Matrice_triangolare,it,Matrice triangolare
Razionalizzazione (matematica),https://it.wikipedia.org/wiki/Razionalizzazione_(matematica),it,Razionalizzazione (matematica)
Notazione scientifica,https://it.wikipedia.org/wiki/Notazione_scientifica,it,Notazione scientifica
Sommatoria,https://it.wikipedia.org/wiki/Sommatoria,it,Sommatoria
Resistenza meccanica,https://it.wikipedia.org/wiki/Resistenza_meccanica,it,Resistenza meccanica
Radicale (matematica),https://it.wikipedia.org/wiki/Radicale_(matematica),it,Radicale (matematica)
Matrice invertibile,https://it.wikipedia.org/wiki/Matrice_invertibile,it,Matrice invertibile
Variabili dipendenti e indipendenti,https://it.wikipedia.org/wiki/Variabili_dipendenti_e_indipendenti,it,Variabili dipendenti e indipendenti
Identità (matematica),https://it.wikipedia.org/wiki/Identit%C3%A0_(matematica),it,Identità (matematica)
Formula,https://it.wikipedia.org/wiki/Formula,it,Formula
Divisione (matematica),https://it.wikipedia.org/wiki/Divisione_(matematica),it,Divisione (matematica)
Criterio di Cartesio,https://it.wikipedia.org/wiki/Criterio_di_Cartesio,it,Criterio di Cartesio
Radiazione elettromagnetica,https://it.wikipedia.org/wiki/Radiazione_elettromagnetica,it,Radiazione elettromagnetica
Microscopio ottico,https://it.wikipedia.org/wiki/Microscopio_ottico,it,Microscopio ottico
Numero razionale,https://it.wikipedia.org/wiki/Numero_razionale,it,Numero razionale
Somma vuota,https://it.wikipedia.org/wiki/Somma_vuota,it,Somma vuota
Risoluzione di un'equazione,https://it.wikipedia.org/wiki/Risoluzione_di_un%27equazione,it,Risoluzione di un'equazione
Sistema di equazioni,https://it.wikipedia.org/wiki/Sistema_di_equazioni,it,Sistema di equazioni
Divisione per zero,https://it.wikipedia.org/wiki/Divisione_per_zero,it,Divisione per zero
Equazione logistica,https://it.wikipedia.org/wiki/Equazione_logistica,it,Equazione logistica
Topologia prodotto,https://it.wikipedia.org/wiki/Topologia_prodotto,it,Topologia prodotto
Segno (matematica),https://it.wikipedia.org/wiki/Segno_(matematica),it,Segno (matematica)
Moto circolare,https://it.wikipedia.org/wiki/Moto_circolare,it,Moto circolare
Immagine (matematica),https://it.wikipedia.org/wiki/Immagine_(matematica),it,Immagine (matematica)
Polo (analisi complessa),https://it.wikipedia.org/wiki/Polo_(analisi_complessa),it,Polo (analisi complessa)
Diagonale principale,https://it.wikipedia.org/wiki/Diagonale_principale,it,Diagonale principale
Ingrandimento,https://it.wikipedia.org/wiki/Ingrandimento,it,Ingrandimento
Onda trasversale,https://it.wikipedia.org/wiki/Onda_trasversale,it,Onda trasversale
Limite di una successione,https://it.wikipedia.org/wiki/Limite_di_una_successione,it,Limite di una successione
Divisione dei polinomi,https://it.wikipedia.org/wiki/Divisione_dei_polinomi,it,Divisione dei polinomi
Campo gravitazionale terrestre,https://it.wikipedia.org/wiki/Campo_gravitazionale_terrestre,it,Campo gravitazionale terrestre
Tensione (meccanica),https://it.wikipedia.org/wiki/Tensione_(meccanica),it,Tensione (meccanica)
Mereologia,https://it.wikipedia.org/wiki/Mereologia,it,Mereologia
Elasticità,https://it.wikipedia.org/wiki/Elasticit%C3%A0,it,Elasticità
