name,article,lang,lemma
Coordinate system,https://en.wikipedia.org/wiki/Coordinate_system,en,Sistema di coordinate
Gravity,https://en.wikipedia.org/wiki/Gravity,en,Interazione gravitazionale
Gravity,https://en.wikipedia.org/wiki/Gravity,en,Interazione gravitazionale
Decision tree,https://en.wikipedia.org/wiki/Decision_tree,en,Albero di decisione
Statistical dispersion,https://en.wikipedia.org/wiki/Statistical_dispersion,en,Variabilità
Free body diagram,https://en.wikipedia.org/wiki/Free_body_diagram,en,Diagramma di corpo libero
Collinearity,https://en.wikipedia.org/wiki/Collinearity,en,Collinearità
Electrical polarity,https://en.wikipedia.org/wiki/Electrical_polarity,en,Polo (elettrotecnica)
Isosceles triangle,https://en.wikipedia.org/wiki/Isosceles_triangle,en,Triangolo isoscele
Maximum likelihood estimation,https://en.wikipedia.org/wiki/Maximum_likelihood_estimation,en,Metodo della massima verosimiglianza
Gradient descent,https://en.wikipedia.org/wiki/Gradient_descent,en,Discesa del gradiente
Joint probability distribution,https://en.wikipedia.org/wiki/Joint_probability_distribution,en,Distribuzione congiunta
Quartile,https://en.wikipedia.org/wiki/Quartile,en,Quartile
Gravitational constant,https://en.wikipedia.org/wiki/Gravitational_constant,en,Costante di gravitazione universale
Triangle,https://en.wikipedia.org/wiki/Triangle,en,Triangolo
Triangle,https://en.wikipedia.org/wiki/Triangle,en,Triangolo
Edge (geometry),https://en.wikipedia.org/wiki/Edge_(geometry),en,Spigolo
Plane (geometry),https://en.wikipedia.org/wiki/Plane_(geometry),en,Piano (geometria)
Diameter,https://en.wikipedia.org/wiki/Diameter,en,Diametro
Gravitational acceleration,https://en.wikipedia.org/wiki/Gravitational_acceleration,en,Accelerazione di gravità
Circle,https://en.wikipedia.org/wiki/Circle,en,Circonferenza
Circle,https://en.wikipedia.org/wiki/Circle,en,Circonferenza
Phase velocity,https://en.wikipedia.org/wiki/Phase_velocity,en,Velocità di fase
Sphere,https://en.wikipedia.org/wiki/Sphere,en,Sfera
Sphere,https://en.wikipedia.org/wiki/Sphere,en,Sfera
Compass,https://en.wikipedia.org/wiki/Compass,en,Bussola
Compass,https://en.wikipedia.org/wiki/Compass,en,Bussola
Vertex (geometry),https://en.wikipedia.org/wiki/Vertex_(geometry),en,Vertice (geometria)
Voltage,https://en.wikipedia.org/wiki/Voltage,en,Differenza di potenziale elettrico
Cylinder,https://en.wikipedia.org/wiki/Cylinder,en,Cilindro (geometria)
Cone,https://en.wikipedia.org/wiki/Cone,en,Cono
Lever,https://en.wikipedia.org/wiki/Lever,en,Leva (fisica)
Newton's laws of motion,https://en.wikipedia.org/wiki/Newton%27s_laws_of_motion,en,Principi della dinamica
Polygon,https://en.wikipedia.org/wiki/Polygon,en,Poligono
Natural selection,https://en.wikipedia.org/wiki/Natural_selection,en,Selezione naturale
Quadrilateral,https://en.wikipedia.org/wiki/Quadrilateral,en,Quadrilatero
Line (geometry),https://en.wikipedia.org/wiki/Line_(geometry),en,Retta
Line (geometry),https://en.wikipedia.org/wiki/Line_(geometry),en,Retta
Sample (statistics),https://en.wikipedia.org/wiki/Sample_(statistics),en,Campionamento statistico
Sampling (statistics),https://en.wikipedia.org/wiki/Sampling_(statistics),en,Campionamento casuale
Hexagon,https://en.wikipedia.org/wiki/Hexagon,en,Esagono
Parallelogram,https://en.wikipedia.org/wiki/Parallelogram,en,Parallelogramma
Friction,https://en.wikipedia.org/wiki/Friction,en,Attrito
Electrical conductor,https://en.wikipedia.org/wiki/Electrical_conductor,en,Conduttore elettrico
Parallel (geometry),https://en.wikipedia.org/wiki/Parallel_(geometry),en,Parallelismo (geometria)
Coulomb's law,https://en.wikipedia.org/wiki/Coulomb%27s_law,en,Forza di Coulomb
Likelihood function,https://en.wikipedia.org/wiki/Likelihood_function,en,Funzione di verosimiglianza
Trigonometric functions,https://en.wikipedia.org/wiki/Trigonometric_functions,en,Funzione trigonometrica
Physical quantity,https://en.wikipedia.org/wiki/Physical_quantity,en,Grandezza fisica
Diffraction,https://en.wikipedia.org/wiki/Diffraction,en,Diffrazione
Standing wave,https://en.wikipedia.org/wiki/Standing_wave,en,Onda stazionaria
Mode (statistics),https://en.wikipedia.org/wiki/Mode_(statistics),en,Moda (statistica)
Data type,https://en.wikipedia.org/wiki/Data_type,en,Tipo di dato
Genetic algorithm,https://en.wikipedia.org/wiki/Genetic_algorithm,en,Algoritmo genetico
Diagonal,https://en.wikipedia.org/wiki/Diagonal,en,Diagonale
Chord (geometry),https://en.wikipedia.org/wiki/Chord_(geometry),en,Corda (geometria)
Refraction,https://en.wikipedia.org/wiki/Refraction,en,Rifrazione
Cartesian coordinate system,https://en.wikipedia.org/wiki/Cartesian_coordinate_system,en,Sistema di riferimento cartesiano
Least squares,https://en.wikipedia.org/wiki/Least_squares,en,Metodo dei minimi quadrati
Motion,https://en.wikipedia.org/wiki/Motion,en,Moto (fisica)
Motion,https://en.wikipedia.org/wiki/Motion,en,Moto (fisica)
Decagon,https://en.wikipedia.org/wiki/Decagon,en,Decagono
Insulator (electricity),https://en.wikipedia.org/wiki/Insulator_(electricity),en,Isolatore
Voltmeter,https://en.wikipedia.org/wiki/Voltmeter,en,Voltmetro
Electromotive force,https://en.wikipedia.org/wiki/Electromotive_force,en,Forza elettromotrice
Correlation and dependence,https://en.wikipedia.org/wiki/Correlation_and_dependence,en,Correlazione (statistica)
Histogram,https://en.wikipedia.org/wiki/Histogram,en,Istogramma
Rhombus,https://en.wikipedia.org/wiki/Rhombus,en,Rombo (geometria)
Trapezoid,https://en.wikipedia.org/wiki/Trapezoid,en,Trapezio
Electric field,https://en.wikipedia.org/wiki/Electric_field,en,Campo elettrico
Point (geometry),https://en.wikipedia.org/wiki/Point_(geometry),en,Punto (geometria)
Right triangle,https://en.wikipedia.org/wiki/Right_triangle,en,Triangolo rettangolo
Radius,https://en.wikipedia.org/wiki/Radius,en,Raggio (geometria)
Electromagnetic spectrum,https://en.wikipedia.org/wiki/Electromagnetic_spectrum,en,Spettro elettromagnetico
Data mining,https://en.wikipedia.org/wiki/Data_mining,en,Data mining
Congruence (geometry),https://en.wikipedia.org/wiki/Congruence_(geometry),en,Congruenza (geometria)
Reflection (physics),https://en.wikipedia.org/wiki/Reflection_(physics),en,Riflessione (fisica)
Pentagon,https://en.wikipedia.org/wiki/Pentagon,en,Pentagono
Tangent,https://en.wikipedia.org/wiki/Tangent,en,Tangente (geometria)
Ammeter,https://en.wikipedia.org/wiki/Ammeter,en,Amperometro
Cross section (geometry),https://en.wikipedia.org/wiki/Cross_section_(geometry),en,Sezione (geometria descrittiva)
Grade (slope),https://en.wikipedia.org/wiki/Grade_(slope),en,Pendenza topografica
Bisection,https://en.wikipedia.org/wiki/Bisection,en,Asse di un segmento
Query language,https://en.wikipedia.org/wiki/Query_language,en,Linguaggio di interrogazione
Elastic collision,https://en.wikipedia.org/wiki/Elastic_collision,en,Urto elastico
Minimum description length,https://en.wikipedia.org/wiki/Minimum_description_length,en,Minima lunghezza di descrizione
Midpoint,https://en.wikipedia.org/wiki/Midpoint,en,Punto medio
Interquartile range,https://en.wikipedia.org/wiki/Interquartile_range,en,Scarto interquartile
Precision and recall,https://en.wikipedia.org/wiki/Precision_and_recall,en,Precisione e recupero
Linear regression,https://en.wikipedia.org/wiki/Linear_regression,en,Regressione lineare
Absorption spectroscopy,https://en.wikipedia.org/wiki/Absorption_spectroscopy,en,Spettroscopia di assorbimento
Rotation (mathematics),https://en.wikipedia.org/wiki/Rotation_(mathematics),en,Rotazione (matematica)
Angle bisector theorem,https://en.wikipedia.org/wiki/Angle_bisector_theorem,en,Teorema della bisettrice
Sound intensity,https://en.wikipedia.org/wiki/Sound_intensity,en,Intensità acustica
Statistical classification,https://en.wikipedia.org/wiki/Statistical_classification,en,Classificazione statistica
Compression (physics),https://en.wikipedia.org/wiki/Compression_(physics),en,Compressione (fisica)
Magnetism,https://en.wikipedia.org/wiki/Magnetism,en,Magnetismo
Line segment,https://en.wikipedia.org/wiki/Line_segment,en,Segmento
Equilateral triangle,https://en.wikipedia.org/wiki/Equilateral_triangle,en,Triangolo equilatero
Pigment,https://en.wikipedia.org/wiki/Pigment,en,Pigmento
Standard deviation,https://en.wikipedia.org/wiki/Standard_deviation,en,Scarto quadratico medio
Prism (geometry),https://en.wikipedia.org/wiki/Prism_(geometry),en,Prisma
Arc (geometry),https://en.wikipedia.org/wiki/Arc_(geometry),en,Arco (geometria)
Sine,https://en.wikipedia.org/wiki/Sine,en,Seno (matematica)
Polyhedron,https://en.wikipedia.org/wiki/Polyhedron,en,Poliedro
Dodecagon,https://en.wikipedia.org/wiki/Dodecagon,en,Dodecagono
Probability density function,https://en.wikipedia.org/wiki/Probability_density_function,en,Funzione di densità di probabilità
Similarity (geometry),https://en.wikipedia.org/wiki/Similarity_(geometry),en,Similitudine (geometria)
Posterior probability,https://en.wikipedia.org/wiki/Posterior_probability,en,Probabilità a posteriori
Bootstrapping (statistics),https://en.wikipedia.org/wiki/Bootstrapping_(statistics),en,Bootstrap (statistica)
Octagon,https://en.wikipedia.org/wiki/Octagon,en,Ottagono
Equations of motion,https://en.wikipedia.org/wiki/Equations_of_motion,en,Equazione del moto
Shock wave,https://en.wikipedia.org/wiki/Shock_wave,en,Onda d'urto (fluidodinamica)
Statistical hypothesis testing,https://en.wikipedia.org/wiki/Statistical_hypothesis_testing,en,Test di verifica d'ipotesi
Random forest,https://en.wikipedia.org/wiki/Random_forest,en,Foresta casuale
Pythagorean triple,https://en.wikipedia.org/wiki/Pythagorean_triple,en,Terna pitagorica
Tessellation,https://en.wikipedia.org/wiki/Tessellation,en,Tassellatura
Hendecagon,https://en.wikipedia.org/wiki/Hendecagon,en,Endecagono
Nonagon,https://en.wikipedia.org/wiki/Nonagon,en,Ennagono
Perpendicular,https://en.wikipedia.org/wiki/Perpendicular,en,Perpendicolarità
Regression analysis,https://en.wikipedia.org/wiki/Regression_analysis,en,Analisi della regressione
Two-dimensional space,https://en.wikipedia.org/wiki/Two-dimensional_space,en,Bidimensionalità
Space (mathematics),https://en.wikipedia.org/wiki/Space_(mathematics),en,Spazio (matematica)
Artificial neural network,https://en.wikipedia.org/wiki/Artificial_neural_network,en,Rete neurale artificiale
Heptagon,https://en.wikipedia.org/wiki/Heptagon,en,Ettagono
Expert system,https://en.wikipedia.org/wiki/Expert_system,en,Sistema esperto
Confidence interval,https://en.wikipedia.org/wiki/Confidence_interval,en,Intervallo di confidenza
Translation (geometry),https://en.wikipedia.org/wiki/Translation_(geometry),en,Traslazione (geometria)
Triangle inequality,https://en.wikipedia.org/wiki/Triangle_inequality,en,Disuguaglianza triangolare
Median,https://en.wikipedia.org/wiki/Median,en,Mediana (statistica)
Receiver operating characteristic,https://en.wikipedia.org/wiki/Receiver_operating_characteristic,en,Receiver operating characteristic
Arc length,https://en.wikipedia.org/wiki/Arc_length,en,Lunghezza di un arco
Energy level,https://en.wikipedia.org/wiki/Energy_level,en,Livello energetico
Inverse trigonometric functions,https://en.wikipedia.org/wiki/Inverse_trigonometric_functions,en,Funzione trigonometrica inversa
Descriptive statistics,https://en.wikipedia.org/wiki/Descriptive_statistics,en,Statistica descrittiva
Plasticity (physics),https://en.wikipedia.org/wiki/Plasticity_(physics),en,Plasticità (fisica)
Fatigue (material),https://en.wikipedia.org/wiki/Fatigue_(material),en,Fatica (scienza dei materiali)
Knowledge base,https://en.wikipedia.org/wiki/Knowledge_base,en,Base di conoscenza
Data modeling,https://en.wikipedia.org/wiki/Data_modeling,en,Modellazione dei dati
Cross-validation (statistics),https://en.wikipedia.org/wiki/Cross-validation_(statistics),en,Convalida incrociata
Student's t-test,https://en.wikipedia.org/wiki/Student%27s_t-test,en,Test t
Transmission medium,https://en.wikipedia.org/wiki/Transmission_medium,en,Mezzo trasmissivo
Prior probability,https://en.wikipedia.org/wiki/Prior_probability,en,Distribuzione di probabilità a priori
Conditional probability,https://en.wikipedia.org/wiki/Conditional_probability,en,Probabilità condizionata
Association rule learning,https://en.wikipedia.org/wiki/Association_rule_learning,en,Regole di associazione
Subtractive color,https://en.wikipedia.org/wiki/Subtractive_color,en,Mescolanza sottrattiva
Apriori algorithm,https://en.wikipedia.org/wiki/Apriori_algorithm,en,Algoritmo apriori
Gravitational field,https://en.wikipedia.org/wiki/Gravitational_field,en,Campo gravitazionale
Information retrieval,https://en.wikipedia.org/wiki/Information_retrieval,en,Information retrieval
Maxima and minima,https://en.wikipedia.org/wiki/Maxima_and_minima,en,Massimo e minimo di una funzione
Ensemble learning,https://en.wikipedia.org/wiki/Ensemble_learning,en,Apprendimento ensemble
K-means clustering,https://en.wikipedia.org/wiki/K-means_clustering,en,K-means
Boosting (machine learning),https://en.wikipedia.org/wiki/Boosting_(machine_learning),en,Boosting
Non-inertial reference frame,https://en.wikipedia.org/wiki/Non-inertial_reference_frame,en,Sistema di riferimento non inerziale
Star polygon,https://en.wikipedia.org/wiki/Star_polygon,en,Poligono stellato
Total internal reflection,https://en.wikipedia.org/wiki/Total_internal_reflection,en,Riflessione interna totale
Statistical significance,https://en.wikipedia.org/wiki/Statistical_significance,en,Significatività
Hyperplane,https://en.wikipedia.org/wiki/Hyperplane,en,Iperpiano
Electric potential energy,https://en.wikipedia.org/wiki/Electric_potential_energy,en,Energia potenziale elettrica
K-medoids,https://en.wikipedia.org/wiki/K-medoids,en,K-medoids
Central tendency,https://en.wikipedia.org/wiki/Central_tendency,en,Indice di posizione
Backpropagation,https://en.wikipedia.org/wiki/Backpropagation,en,Retropropagazione dell'errore
Crystallinity,https://en.wikipedia.org/wiki/Crystallinity,en,Grado di cristallinità
Feedforward neural network,https://en.wikipedia.org/wiki/Feedforward_neural_network,en,Rete neurale feed-forward
Bayesian network,https://en.wikipedia.org/wiki/Bayesian_network,en,Rete bayesiana
Field line,https://en.wikipedia.org/wiki/Field_line,en,Linea di campo
Data analysis,https://en.wikipedia.org/wiki/Data_analysis,en,Analisi dei dati
Inelastic collision,https://en.wikipedia.org/wiki/Inelastic_collision,en,Urto anelastico
Confusion matrix,https://en.wikipedia.org/wiki/Confusion_matrix,en,Matrice di confusione
Hardness,https://en.wikipedia.org/wiki/Hardness,en,Durezza
Signal-to-noise ratio,https://en.wikipedia.org/wiki/Signal-to-noise_ratio,en,Rapporto segnale/rumore
Outlier,https://en.wikipedia.org/wiki/Outlier,en,Outlier
Poisson regression,https://en.wikipedia.org/wiki/Poisson_regression,en,Regressione di Poisson
Specular reflection,https://en.wikipedia.org/wiki/Specular_reflection,en,Riflessione speculare
DBSCAN,https://en.wikipedia.org/wiki/DBSCAN,en,Dbscan
Hierarchical clustering,https://en.wikipedia.org/wiki/Hierarchical_clustering,en,Clustering gerarchico
Conditional probability distribution,https://en.wikipedia.org/wiki/Conditional_probability_distribution,en,Distribuzione condizionata
Minkowski distance,https://en.wikipedia.org/wiki/Minkowski_distance,en,Distanza di Minkowski
Bootstrap aggregating,https://en.wikipedia.org/wiki/Bootstrap_aggregating,en,Bagging
Support vector machine,https://en.wikipedia.org/wiki/Support_vector_machine,en,Macchine a vettori di supporto
