name,article,lang,lemma
Electric current,https://en.wikipedia.org/wiki/Electric_current,en,Corrente elettrica
Kilogram,https://en.wikipedia.org/wiki/Kilogram,en,Chilogrammo
Metre,https://en.wikipedia.org/wiki/Metre,en,Metro
Geometric series,https://en.wikipedia.org/wiki/Geometric_series,en,Serie geometrica
Minor (linear algebra),https://en.wikipedia.org/wiki/Minor_(linear_algebra),en,Minore (algebra lineare)
Curved mirror,https://en.wikipedia.org/wiki/Curved_mirror,en,Specchio curvo
Partial fraction decomposition,https://en.wikipedia.org/wiki/Partial_fraction_decomposition,en,Decomposizione in fratti semplici
Elementary matrix,https://en.wikipedia.org/wiki/Elementary_matrix,en,Matrice elementare
Ray (optics),https://en.wikipedia.org/wiki/Ray_(optics),en,Raggio luminoso
Trigonometric tables,https://en.wikipedia.org/wiki/Trigonometric_tables,en,Tavola trigonometrica
Matrix multiplication,https://en.wikipedia.org/wiki/Matrix_multiplication,en,Moltiplicazione di matrici
Plane curve,https://en.wikipedia.org/wiki/Plane_curve,en,Curva piana
Joule,https://en.wikipedia.org/wiki/Joule,en,Joule
Natural number,https://en.wikipedia.org/wiki/Natural_number,en,Numero naturale
Power (physics),https://en.wikipedia.org/wiki/Power_(physics),en,Potenza (fisica)
Integer,https://en.wikipedia.org/wiki/Integer,en,Numero intero
Focus (geometry),https://en.wikipedia.org/wiki/Focus_(geometry),en,Fuoco (geometria)
Mathematical analysis,https://en.wikipedia.org/wiki/Mathematical_analysis,en,Analisi matematica
Mathematical analysis,https://en.wikipedia.org/wiki/Mathematical_analysis,en,Analisi matematica
Telescope,https://en.wikipedia.org/wiki/Telescope,en,Telescopio
Telescope,https://en.wikipedia.org/wiki/Telescope,en,Telescopio
Addition,https://en.wikipedia.org/wiki/Addition,en,Addizione
Degree (angle),https://en.wikipedia.org/wiki/Degree_(angle),en,Grado d'arco
Electrostatics,https://en.wikipedia.org/wiki/Electrostatics,en,Elettrostatica
Limit of a function,https://en.wikipedia.org/wiki/Limit_of_a_function,en,Limite di una funzione
Differential equation,https://en.wikipedia.org/wiki/Differential_equation,en,Equazione differenziale
Equation,https://en.wikipedia.org/wiki/Equation,en,Equazione
Equation,https://en.wikipedia.org/wiki/Equation,en,Equazione
Coulomb,https://en.wikipedia.org/wiki/Coulomb,en,Coulomb
Mass,https://en.wikipedia.org/wiki/Mass,en,Massa (fisica)
System of linear equations,https://en.wikipedia.org/wiki/System_of_linear_equations,en,Sistema di equazioni lineari
Parametric equation,https://en.wikipedia.org/wiki/Parametric_equation,en,Equazione parametrica
Mathematical proof,https://en.wikipedia.org/wiki/Mathematical_proof,en,Dimostrazione matematica
Mathematical proof,https://en.wikipedia.org/wiki/Mathematical_proof,en,Dimostrazione matematica
Set (mathematics),https://en.wikipedia.org/wiki/Set_(mathematics),en,Insieme
Length,https://en.wikipedia.org/wiki/Length,en,Lunghezza
Number,https://en.wikipedia.org/wiki/Number,en,Numero
Number,https://en.wikipedia.org/wiki/Number,en,Numero
Wave,https://en.wikipedia.org/wiki/Wave,en,Onda
Ellipse,https://en.wikipedia.org/wiki/Ellipse,en,Ellisse
Hertz,https://en.wikipedia.org/wiki/Hertz,en,Hertz
Quadratic equation,https://en.wikipedia.org/wiki/Quadratic_equation,en,Equazione di secondo grado
Matrix (mathematics),https://en.wikipedia.org/wiki/Matrix_(mathematics),en,Matrice
Matrix (mathematics),https://en.wikipedia.org/wiki/Matrix_(mathematics),en,Matrice
Subtraction,https://en.wikipedia.org/wiki/Subtraction,en,Sottrazione
Binomial theorem,https://en.wikipedia.org/wiki/Binomial_theorem,en,Teorema binomiale
Complex number,https://en.wikipedia.org/wiki/Complex_number,en,Numero complesso
Real number,https://en.wikipedia.org/wiki/Real_number,en,Numero reale
Electrical resistance and conductance,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,en,Resistenza elettrica
Electrical resistance and conductance,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,en,Resistenza elettrica
Algebraic equation,https://en.wikipedia.org/wiki/Algebraic_equation,en,Equazione algebrica
Ohm,https://en.wikipedia.org/wiki/Ohm,en,Ohm
Polar coordinate system,https://en.wikipedia.org/wiki/Polar_coordinate_system,en,Sistema di coordinate polari
Kinetic energy,https://en.wikipedia.org/wiki/Kinetic_energy,en,Energia cinetica
Prime number,https://en.wikipedia.org/wiki/Prime_number,en,Numero primo
Prime number,https://en.wikipedia.org/wiki/Prime_number,en,Numero primo
Derivative,https://en.wikipedia.org/wiki/Derivative,en,Derivata
Rational function,https://en.wikipedia.org/wiki/Rational_function,en,Funzione razionale
Wavelength,https://en.wikipedia.org/wiki/Wavelength,en,Lunghezza d'onda
Exponentiation,https://en.wikipedia.org/wiki/Exponentiation,en,Potenza (matematica)
Multiplication,https://en.wikipedia.org/wiki/Multiplication,en,Moltiplicazione
Doppler effect,https://en.wikipedia.org/wiki/Doppler_effect,en,Effetto Doppler
Commutative property,https://en.wikipedia.org/wiki/Commutative_property,en,Commutatività
Electroscope,https://en.wikipedia.org/wiki/Electroscope,en,Elettroscopio
Pitch (music),https://en.wikipedia.org/wiki/Pitch_(music),en,Altezza (acustica)
Square (algebra),https://en.wikipedia.org/wiki/Square_(algebra),en,Quadrato (algebra)
Analytic geometry,https://en.wikipedia.org/wiki/Analytic_geometry,en,Geometria analitica
Free fall,https://en.wikipedia.org/wiki/Free_fall,en,Caduta libera
Work (physics),https://en.wikipedia.org/wiki/Work_(physics),en,Lavoro (fisica)
Euclidean vector,https://en.wikipedia.org/wiki/Euclidean_vector,en,Vettore (matematica)
Ohm's law,https://en.wikipedia.org/wiki/Ohm%27s_law,en,Legge di Ohm
Ohm's law,https://en.wikipedia.org/wiki/Ohm%27s_law,en,Legge di Ohm
Polynomial,https://en.wikipedia.org/wiki/Polynomial,en,Polinomio
Quadratic function,https://en.wikipedia.org/wiki/Quadratic_function,en,Funzione quadratica
E (mathematical constant),https://en.wikipedia.org/wiki/E_(mathematical_constant),en,E (costante matematica)
Wind wave,https://en.wikipedia.org/wiki/Wind_wave,en,Onda
Cross product,https://en.wikipedia.org/wiki/Cross_product,en,Prodotto vettoriale
Graph of a function,https://en.wikipedia.org/wiki/Graph_of_a_function,en,Grafico di una funzione
Rational root theorem,https://en.wikipedia.org/wiki/Rational_root_theorem,en,Teorema delle radici razionali
Associative property,https://en.wikipedia.org/wiki/Associative_property,en,Associatività
Determinant,https://en.wikipedia.org/wiki/Determinant,en,Determinante (algebra)
Union (set theory),https://en.wikipedia.org/wiki/Union_(set_theory),en,Unione (insiemistica)
Square root,https://en.wikipedia.org/wiki/Square_root,en,Radice quadrata
Photoelectric effect,https://en.wikipedia.org/wiki/Photoelectric_effect,en,Effetto fotoelettrico
Newton's law of universal gravitation,https://en.wikipedia.org/wiki/Newton%27s_law_of_universal_gravitation,en,Legge di gravitazione universale
Absolute value,https://en.wikipedia.org/wiki/Absolute_value,en,Valore assoluto
Calculus,https://en.wikipedia.org/wiki/Calculus,en,Calcolo infinitesimale
Wave interference,https://en.wikipedia.org/wiki/Wave_interference,en,Interferenza (fisica)
Series (mathematics),https://en.wikipedia.org/wiki/Series_(mathematics),en,Serie
Basis (linear algebra),https://en.wikipedia.org/wiki/Basis_(linear_algebra),en,Base (algebra lineare)
Fundamental theorem of algebra,https://en.wikipedia.org/wiki/Fundamental_theorem_of_algebra,en,Teorema fondamentale dell'algebra
Identity matrix,https://en.wikipedia.org/wiki/Identity_matrix,en,Matrice identità
Monotonic function,https://en.wikipedia.org/wiki/Monotonic_function,en,Funzione monotona
Unit circle,https://en.wikipedia.org/wiki/Unit_circle,en,Circonferenza unitaria
Inertial frame of reference,https://en.wikipedia.org/wiki/Inertial_frame_of_reference,en,Sistema di riferimento inerziale
Vector field,https://en.wikipedia.org/wiki/Vector_field,en,Campo vettoriale
Sine wave,https://en.wikipedia.org/wiki/Sine_wave,en,Onda sinusoidale
Potential energy,https://en.wikipedia.org/wiki/Potential_energy,en,Energia potenziale
Continuous function,https://en.wikipedia.org/wiki/Continuous_function,en,Funzione continua
Position (geometry),https://en.wikipedia.org/wiki/Position_(geometry),en,Posizione
Geometric progression,https://en.wikipedia.org/wiki/Geometric_progression,en,Progressione geometrica
Hyperbola,https://en.wikipedia.org/wiki/Hyperbola,en,Iperbole (geometria)
Law of sines,https://en.wikipedia.org/wiki/Law_of_sines,en,Teorema dei seni
Curve,https://en.wikipedia.org/wiki/Curve,en,Curva (matematica)
Limit (mathematics),https://en.wikipedia.org/wiki/Limit_(mathematics),en,Limite (matematica)
Factorization,https://en.wikipedia.org/wiki/Factorization,en,Fattorizzazione
Zero of a function,https://en.wikipedia.org/wiki/Zero_of_a_function,en,Radice (matematica)
Empty set,https://en.wikipedia.org/wiki/Empty_set,en,Insieme vuoto
Function composition,https://en.wikipedia.org/wiki/Function_composition,en,Composizione di funzioni
Parity (mathematics),https://en.wikipedia.org/wiki/Parity_(mathematics),en,Numeri pari e dispari
Parity (mathematics),https://en.wikipedia.org/wiki/Parity_(mathematics),en,Numeri pari e dispari
Inverse element,https://en.wikipedia.org/wiki/Inverse_element,en,Elemento inverso
Multiplicative inverse,https://en.wikipedia.org/wiki/Multiplicative_inverse,en,Reciproco
Sonic boom,https://en.wikipedia.org/wiki/Sonic_boom,en,Boom sonico
Edge,https://en.wikipedia.org/wiki/Edge,en,Edge
Monomial,https://en.wikipedia.org/wiki/Monomial,en,Monomio
Closed set,https://en.wikipedia.org/wiki/Closed_set,en,Insieme chiuso
List of mathematical symbols,https://en.wikipedia.org/wiki/List_of_mathematical_symbols,en,Glossario della simbologia matematica
Mathematical induction,https://en.wikipedia.org/wiki/Mathematical_induction,en,Principio d'induzione
Dielectric,https://en.wikipedia.org/wiki/Dielectric,en,Isolante elettrico
Distributive property,https://en.wikipedia.org/wiki/Distributive_property,en,Distributività
Field (physics),https://en.wikipedia.org/wiki/Field_(physics),en,Campo (fisica)
Injective function,https://en.wikipedia.org/wiki/Injective_function,en,Funzione iniettiva
Asymptote,https://en.wikipedia.org/wiki/Asymptote,en,Asintoto
Interval (mathematics),https://en.wikipedia.org/wiki/Interval_(mathematics),en,Intervallo (matematica)
Periodic function,https://en.wikipedia.org/wiki/Periodic_function,en,Funzione periodica
Equality (mathematics),https://en.wikipedia.org/wiki/Equality_(mathematics),en,Uguaglianza (matematica)
Formula,https://en.wikipedia.org/wiki/Formula,en,Formula
Geometrical optics,https://en.wikipedia.org/wiki/Geometrical_optics,en,Ottica geometrica
Division (mathematics),https://en.wikipedia.org/wiki/Division_(mathematics),en,Divisione (matematica)
Exponential growth,https://en.wikipedia.org/wiki/Exponential_growth,en,Crescita esponenziale
Constant function,https://en.wikipedia.org/wiki/Constant_function,en,Funzione costante
Optical microscope,https://en.wikipedia.org/wiki/Optical_microscope,en,Microscopio ottico
Rational number,https://en.wikipedia.org/wiki/Rational_number,en,Numero razionale
Inverse function,https://en.wikipedia.org/wiki/Inverse_function,en,Funzione inversa
Ohmmeter,https://en.wikipedia.org/wiki/Ohmmeter,en,Ohmmetro
Circular sector,https://en.wikipedia.org/wiki/Circular_sector,en,Settore circolare
Natural logarithm,https://en.wikipedia.org/wiki/Natural_logarithm,en,Logaritmo naturale
Emission spectrum,https://en.wikipedia.org/wiki/Emission_spectrum,en,Spettro di emissione
Scattering,https://en.wikipedia.org/wiki/Scattering,en,Diffusione ottica
Huygens–Fresnel principle,https://en.wikipedia.org/wiki/Huygens%E2%80%93Fresnel_principle,en,Principio di Huygens-Fresnel
Negative number,https://en.wikipedia.org/wiki/Negative_number,en,Numero negativo
Binomial coefficient,https://en.wikipedia.org/wiki/Binomial_coefficient,en,Coefficiente binomiale
Open set,https://en.wikipedia.org/wiki/Open_set,en,Insieme aperto
Identity (mathematics),https://en.wikipedia.org/wiki/Identity_(mathematics),en,Identità (matematica)
System of equations,https://en.wikipedia.org/wiki/System_of_equations,en,Sistema di equazioni
Division by zero,https://en.wikipedia.org/wiki/Division_by_zero,en,Divisione per zero
Logistic function,https://en.wikipedia.org/wiki/Logistic_function,en,Equazione logistica
Product topology,https://en.wikipedia.org/wiki/Product_topology,en,Topologia prodotto
Sign (mathematics),https://en.wikipedia.org/wiki/Sign_(mathematics),en,Segno (matematica)
Projectile motion,https://en.wikipedia.org/wiki/Projectile_motion,en,Moto parabolico
Circular motion,https://en.wikipedia.org/wiki/Circular_motion,en,Moto circolare
Image (mathematics),https://en.wikipedia.org/wiki/Image_(mathematics),en,Immagine (matematica)
Zeros and poles,https://en.wikipedia.org/wiki/Zeros_and_poles,en,Polo (analisi complessa)
Limit of a sequence,https://en.wikipedia.org/wiki/Limit_of_a_sequence,en,Limite di una successione
Polynomial long division,https://en.wikipedia.org/wiki/Polynomial_long_division,en,Divisione dei polinomi
Square matrix,https://en.wikipedia.org/wiki/Square_matrix,en,Matrice quadrata
Operation (mathematics),https://en.wikipedia.org/wiki/Operation_(mathematics),en,Operazione aritmetica
Expression (mathematics),https://en.wikipedia.org/wiki/Expression_(mathematics),en,Espressione matematica
Tension (physics),https://en.wikipedia.org/wiki/Tension_(physics),en,Tensione (meccanica)
Mereology,https://en.wikipedia.org/wiki/Mereology,en,Mereologia
Inequality (mathematics),https://en.wikipedia.org/wiki/Inequality_(mathematics),en,Disuguaglianza
Inequality (mathematics),https://en.wikipedia.org/wiki/Inequality_(mathematics),en,Disuguaglianza
Descartes' rule of signs,https://en.wikipedia.org/wiki/Descartes%27_rule_of_signs,en,Criterio di Cartesio
Electromagnetic radiation,https://en.wikipedia.org/wiki/Electromagnetic_radiation,en,Radiazione elettromagnetica
Empty sum,https://en.wikipedia.org/wiki/Empty_sum,en,Somma vuota
Equation solving,https://en.wikipedia.org/wiki/Equation_solving,en,Risoluzione di un'equazione
Complex plane,https://en.wikipedia.org/wiki/Complex_plane,en,Piano complesso
Complex conjugate,https://en.wikipedia.org/wiki/Complex_conjugate,en,Complesso coniugato
Linear equation,https://en.wikipedia.org/wiki/Linear_equation,en,Equazione lineare
Triangular matrix,https://en.wikipedia.org/wiki/Triangular_matrix,en,Matrice triangolare
Rationalisation (mathematics),https://en.wikipedia.org/wiki/Rationalisation_(mathematics),en,Razionalizzazione (matematica)
Scientific notation,https://en.wikipedia.org/wiki/Scientific_notation,en,Notazione scientifica
Summation,https://en.wikipedia.org/wiki/Summation,en,Sommatoria
Strength of materials,https://en.wikipedia.org/wiki/Strength_of_materials,en,Resistenza meccanica
Nth root,https://en.wikipedia.org/wiki/Nth_root,en,Radicale (matematica)
Main diagonal,https://en.wikipedia.org/wiki/Main_diagonal,en,Diagonale principale
Magnification,https://en.wikipedia.org/wiki/Magnification,en,Ingrandimento
Transverse wave,https://en.wikipedia.org/wiki/Transverse_wave,en,Onda trasversale
Invertible matrix,https://en.wikipedia.org/wiki/Invertible_matrix,en,Matrice invertibile
Dependent and independent variables,https://en.wikipedia.org/wiki/Dependent_and_independent_variables,en,Variabili dipendenti e indipendenti
Gravity of Earth,https://en.wikipedia.org/wiki/Gravity_of_Earth,en,Campo gravitazionale terrestre
Elasticity (physics),https://en.wikipedia.org/wiki/Elasticity_(physics),en,Elasticità
